Numărul circumscripției electorale județene și a municipiului București,Denumirea circumscripției electorale,Denumirea formațiunii politice/Candidat independent,Pozitie Buletin,Denumirea membrului din cadrul alianței care a propus candidatul,Numele candidatului,Prenumele candidatului,Funcția pentru care candidează,Pozitie lista
1,ALBA,FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA,31,,MANTA-KLEMENS,CHRISTINE,CAMERA DEPUTAȚILOR,4
1,ALBA,PARTIDUL ECOLOGIST ROMÂN,14,,VOIȘAN,DACIAN,CAMERA DEPUTAȚILOR,1
1,ALBA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,13,,NICOLA,ADRIAN,CAMERA DEPUTAȚILOR,1
1,ALBA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,13,,COSMA,ALEXANDRU,CAMERA DEPUTAȚILOR,2
1,ALBA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,13,,BRÎNCEANU,CLAUDIU-ALIN,CAMERA DEPUTAȚILOR,3
1,ALBA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,13,,HAȚEGAN,DIANA-MARIA,CAMERA DEPUTAȚILOR,4
1,ALBA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,13,,PAVEN,DAVID,CAMERA DEPUTAȚILOR,5
1,ALBA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,13,,ONUȚ,LOREDANA-RAMONA,CAMERA DEPUTAȚILOR,6
1,ALBA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,13,,ROCIU,IOSIF,CAMERA DEPUTAȚILOR,7
1,ALBA,PARTIDUL NAȚIONAL LIBERAL,2,,ROMAN,FLORIN-CLAUDIU,CAMERA DEPUTAȚILOR,1
1,ALBA,PARTIDUL NAȚIONAL LIBERAL,2,,RADU,ALEXANDRU,CAMERA DEPUTAȚILOR,2
1,ALBA,PARTIDUL NAȚIONAL LIBERAL,2,,BREAZ,VALER-DANIEL,CAMERA DEPUTAȚILOR,3
1,ALBA,PARTIDUL NAȚIONAL LIBERAL,2,,NEGRUȚ,CLEMENT,CAMERA DEPUTAȚILOR,4
1,ALBA,PARTIDUL NAȚIONAL LIBERAL,2,,PEREANU,MARIANA-MARIA,CAMERA DEPUTAȚILOR,5
1,ALBA,PARTIDUL NAȚIONAL LIBERAL,2,,BARB,CRISTIAN,CAMERA DEPUTAȚILOR,6
1,ALBA,PARTIDUL NAȚIONAL LIBERAL,2,,VEREȘ,ION-ALEXANDRU,CAMERA DEPUTAȚILOR,7
1,ALBA,PARTIDUL NOUA ROMÂNIE,9,,TONE,MARIA-MĂDĂLINA,CAMERA DEPUTAȚILOR,1
1,ALBA,PARTIDUL OAMENILOR TINERI,7,,GAVRILĂ,BIANCA-EUGENIA,CAMERA DEPUTAȚILOR,1
1,ALBA,PARTIDUL OAMENILOR TINERI,7,,SIMA,ALIN-OVIDIU,CAMERA DEPUTAȚILOR,2
1,ALBA,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,8,,RUSSU-COLDEA,IOANA-FLORINA,CAMERA DEPUTAȚILOR,1
1,ALBA,PARTIDUL REPUBLICAN DIN ROMÂNIA,16,,STUPARU,ANCA,CAMERA DEPUTAȚILOR,1
1,ALBA,PARTIDUL REPUBLICAN DIN ROMÂNIA,16,,STAICU,VICTOR,CAMERA DEPUTAȚILOR,2
1,ALBA,PARTIDUL REPUBLICAN DIN ROMÂNIA,16,,STANCU,ZAMFIRA-ANINA,CAMERA DEPUTAȚILOR,3
1,ALBA,PARTIDUL REPUBLICAN DIN ROMÂNIA,16,,DUMITRU,ELENA,CAMERA DEPUTAȚILOR,4
1,ALBA,PARTIDUL REPUBLICAN DIN ROMÂNIA,16,,STAICU,IONICA,CAMERA DEPUTAȚILOR,5
1,ALBA,PARTIDUL REPUBLICAN DIN ROMÂNIA,16,,AMUZAN,MĂDĂLINA-GABRIELA,CAMERA DEPUTAȚILOR,6
1,ALBA,PARTIDUL REPUBLICAN DIN ROMÂNIA,16,,ONICIUC,ELENA-CORNELIA,CAMERA DEPUTAȚILOR,7
1,ALBA,PARTIDUL ROMÂNIA ÎN ACȚIUNE,15,,IGNAT,ION-ALIN-DAN,CAMERA DEPUTAȚILOR,1
1,ALBA,PARTIDUL ROMÂNIA ÎN ACȚIUNE,15,,VOICU,ALEXANDRU-RAREȘ,CAMERA DEPUTAȚILOR,2
1,ALBA,PARTIDUL ROMÂNIA ÎN ACȚIUNE,15,,TUHUȚ,MIHAI-IOAN,CAMERA DEPUTAȚILOR,3
1,ALBA,PARTIDUL ROMÂNIA ÎN ACȚIUNE,15,,GABRA,ROXANA-MARIA,CAMERA DEPUTAȚILOR,4
1,ALBA,PARTIDUL ROMÂNIA ÎN ACȚIUNE,15,,MARA,CĂTĂLIN-SERGIU,CAMERA DEPUTAȚILOR,5
1,ALBA,PARTIDUL ROMÂNIA ÎN ACȚIUNE,15,,STOIA,SORINA-CRISTINA,CAMERA DEPUTAȚILOR,6
1,ALBA,PARTIDUL ROMÂNIA ÎN ACȚIUNE,15,,ȘERDEAN,ANDREI-NICOLAE,CAMERA DEPUTAȚILOR,7
1,ALBA,PARTIDUL SOCIAL DEMOCRAT,6,,VUȘCAN,VOICU,CAMERA DEPUTAȚILOR,1
1,ALBA,PARTIDUL SOCIAL DEMOCRAT,6,,BARA,NICOLAE-ADRIAN,CAMERA DEPUTAȚILOR,2
1,ALBA,PARTIDUL SOCIAL DEMOCRAT,6,,FABIAN-MĂRINCEAN,IULIA,CAMERA DEPUTAȚILOR,3
1,ALBA,PARTIDUL SOCIAL DEMOCRAT,6,,GHEORGHIȚĂ,DELIA-ANGELA,CAMERA DEPUTAȚILOR,4
1,ALBA,PARTIDUL SOCIAL DEMOCRAT,6,,SĂRMĂȘAN,ANDREI-CĂLIN,CAMERA DEPUTAȚILOR,5
1,ALBA,PARTIDUL SOCIAL DEMOCRAT,6,,HANȚIU,MARIA-NARCISA,CAMERA DEPUTAȚILOR,6
1,ALBA,PARTIDUL SOCIAL DEMOCRAT,6,,ȚÎRĂU,IOAN-STELIAN,CAMERA DEPUTAȚILOR,7
1,ALBA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,21,,POP,LUCIAN-MIHAI,CAMERA DEPUTAȚILOR,1
1,ALBA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,21,,GAVRILĂ,LIDIA-SIMIDA,CAMERA DEPUTAȚILOR,2
1,ALBA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,21,,PIROI,ALEXANDRU-CRISTIAN,CAMERA DEPUTAȚILOR,3
1,ALBA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,21,,ROȘU-COZMA,GABRIELA,CAMERA DEPUTAȚILOR,4
1,ALBA,PARTIDUL SOCIAL DEMOCRAT UNIT,19,,DASCĂLU,LAURENȚA,CAMERA DEPUTAȚILOR,1
1,ALBA,PARTIDUL SOCIAL DEMOCRAT UNIT,19,,STAVRI,GEORGE-CRISTIAN,CAMERA DEPUTAȚILOR,2
1,ALBA,PARTIDUL S.O.S. ROMÂNIA,10,,BUMBU,IOAN-GRUIA,CAMERA DEPUTAȚILOR,1
1,ALBA,PARTIDUL S.O.S. ROMÂNIA,10,,VUȘDEA,GEORGIA-RAFAELA,CAMERA DEPUTAȚILOR,2
1,ALBA,PARTIDUL S.O.S. ROMÂNIA,10,,HAUCA,PAULA-ISABELA,CAMERA DEPUTAȚILOR,3
1,ALBA,PARTIDUL S.O.S. ROMÂNIA,10,,PIENAR,COSMIN-GABRIEL,CAMERA DEPUTAȚILOR,4
1,ALBA,PARTIDUL S.O.S. ROMÂNIA,10,,VELICIU,ANDREEA-ANA-MARIA,CAMERA DEPUTAȚILOR,5
1,ALBA,PARTIDUL S.O.S. ROMÂNIA,10,,MARCU,SMARANDA-ELENA,CAMERA DEPUTAȚILOR,6
1,ALBA,PARTIDUL S.O.S. ROMÂNIA,10,,BACI,LETIȚIA-MARIA,CAMERA DEPUTAȚILOR,7
1,ALBA,PATRIOȚII POPORULUI ROMÂN,12,,OROSAN,AURELIAN-MARIUS,CAMERA DEPUTAȚILOR,1
1,ALBA,SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE,18,,TUDOROIU,CRISTINA-EUGENIA,CAMERA DEPUTAȚILOR,1
1,ALBA,UNIUNEA ARMENILOR DIN ROMÂNIA,33,,PAMBUCCIAN,VARUJAN,CAMERA DEPUTAȚILOR,1
1,ALBA,UNIUNEA ARMENILOR DIN ROMÂNIA,33,,TERZIAN,SIRUN,CAMERA DEPUTAȚILOR,2
1,ALBA,UNIUNEA ARMENILOR DIN ROMÂNIA,33,,BOGDAN-CĂUȘ-NICOLAIDES,NARINE,CAMERA DEPUTAȚILOR,3
1,ALBA,UNIUNEA ARMENILOR DIN ROMÂNIA,33,,PAPAZIAN,PETRU,CAMERA DEPUTAȚILOR,4
1,ALBA,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA,28,,NACOV,GHEORGHE,CAMERA DEPUTAȚILOR,1
1,ALBA,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA,28,,TOPCIOV,PETRU,CAMERA DEPUTAȚILOR,2
1,ALBA,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA,28,,COSILCOV,ADRIAN-SORIN,CAMERA DEPUTAȚILOR,3
1,ALBA,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA,28,,IVANCIOV,ANA-CAROLINA,CAMERA DEPUTAȚILOR,4
1,ALBA,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA,28,,PIȚ,DANIEL-MARIUS,CAMERA DEPUTAȚILOR,5
1,ALBA,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA,28,,SEHABI,PETRONELA,CAMERA DEPUTAȚILOR,6
1,ALBA,UNIUNEA CROAȚILOR DIN ROMÂNIA,25,,GHERA,GIURECI-SLOBODAN,CAMERA DEPUTAȚILOR,1
1,ALBA,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA,27,,FIRCZAK,IULIUS -MARIAN,CAMERA DEPUTAȚILOR,1
1,ALBA,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA,27,,GAL,FRANCISC-OSCAR,CAMERA DEPUTAȚILOR,2
1,ALBA,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA,27,,MUREȘAN,MARIANA-SVETLANA,CAMERA DEPUTAȚILOR,3
1,ALBA,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA,27,,BOJCSUK,SVETLANA-CARMEN,CAMERA DEPUTAȚILOR,4
1,ALBA,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA,27,,BODNARIUC,GABRIELA-CRISTINA,CAMERA DEPUTAȚILOR,5
1,ALBA,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA,27,,BOCICOR,MARIA,CAMERA DEPUTAȚILOR,6
1,ALBA,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA,23,,AMET,VAROL,CAMERA DEPUTAȚILOR,1
1,ALBA,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA,23,,OMER,METIN,CAMERA DEPUTAȚILOR,2
1,ALBA,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA,23,,ZIADIN,ELA,CAMERA DEPUTAȚILOR,3
1,ALBA,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA,23,,ARSLAN,OZGÜN,CAMERA DEPUTAȚILOR,4
1,ALBA,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA,23,,VELULA,ADEL,CAMERA DEPUTAȚILOR,5
1,ALBA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,1,,CSEGEZI,EDIT-SUSANA,CAMERA DEPUTAȚILOR,1
1,ALBA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,1,,DEÁK-SZÉKELY,SZILÁRD-LEVENTE,CAMERA DEPUTAȚILOR,2
1,ALBA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,1,,CSEP,TIMEA-MARIA,CAMERA DEPUTAȚILOR,3
1,ALBA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,1,,LÖRINCZ,HELGA,CAMERA DEPUTAȚILOR,4
1,ALBA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,1,,CSONGVAI,ARTÚR-EDVIN,CAMERA DEPUTAȚILOR,5
1,ALBA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,1,,HARI,ATTILA-ISTVÁN,CAMERA DEPUTAȚILOR,6
1,ALBA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,1,,VASS,IMRE-LEVENTE,CAMERA DEPUTAȚILOR,7
1,ALBA,UNIUNEA DEMOCRATĂ TURCĂ DIN ROMÂNIA,36,,IBRAM,IUSEIN,CAMERA DEPUTAȚILOR,1
1,ALBA,UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA,37,,MERKA,ADRIAN-MIROSLAV,CAMERA DEPUTAȚILOR,1
1,ALBA,UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA,37,,JUCAN,IOANA-CRISTINA,CAMERA DEPUTAȚILOR,2
1,ALBA,UNIUNEA ELENĂ DIN ROMÂNIA,22,,ZISOPOL,DRAGOȘ-GABRIEL,CAMERA DEPUTAȚILOR,1
1,ALBA,UNIUNEA POLONEZILOR DIN ROMÂNIA,26,,LONGHER,GHERVAZEN,CAMERA DEPUTAȚILOR,1
1,ALBA,UNIUNEA POLONEZILOR DIN ROMÂNIA,26,,LONGHER,VICTORIA,CAMERA DEPUTAȚILOR,2
1,ALBA,UNIUNEA POLONEZILOR DIN ROMÂNIA,26,,IRIȘEC,IOSEF,CAMERA DEPUTAȚILOR,3
1,ALBA,UNIUNEA POLONEZILOR DIN ROMÂNIA,26,,ZIELONKA,ANA,CAMERA DEPUTAȚILOR,4
1,ALBA,UNIUNEA SALVAȚI ROMÂNIA,5,,NANU,DANA-ELISABETA,CAMERA DEPUTAȚILOR,1
1,ALBA,UNIUNEA SALVAȚI ROMÂNIA,5,,RĂDIȚOIU,FLAVIU-LUCIAN,CAMERA DEPUTAȚILOR,2
1,ALBA,UNIUNEA SALVAȚI ROMÂNIA,5,,ROF,MARIUS-NICOLAE,CAMERA DEPUTAȚILOR,3
1,ALBA,UNIUNEA SALVAȚI ROMÂNIA,5,,BORTEȘ,DAN-GABRIEL,CAMERA DEPUTAȚILOR,4
1,ALBA,UNIUNEA SALVAȚI ROMÂNIA,5,,OLTEAN,CLAUDIU-LUCIAN,CAMERA DEPUTAȚILOR,5
1,ALBA,UNIUNEA SALVAȚI ROMÂNIA,5,,CATRINESCU,RODICA-CRISTINA,CAMERA DEPUTAȚILOR,6
1,ALBA,UNIUNEA SALVAȚI ROMÂNIA,5,,PANȚA,LUCIAN-SIMION,CAMERA DEPUTAȚILOR,7
1,ALBA,UNIUNEA SÂRBILOR DIN ROMÂNIA,39,,CRÎSTICI,OGNEAN,CAMERA DEPUTAȚILOR,1
1,ALBA,UNIUNEA UCRAINENILOR DIN ROMÂNIA,30,,PETREȚCHI,NICOLAE-MIROSLAV,CAMERA DEPUTAȚILOR,1
1,ALBA,UNIUNEA UCRAINENILOR DIN ROMÂNIA,30,,HORVAT,IRINA-LIUBA,CAMERA DEPUTAȚILOR,2
1,ALBA,UNIUNEA UCRAINENILOR DIN ROMÂNIA,30,,SAUCIUC,ILIE,CAMERA DEPUTAȚILOR,3
1,ALBA,UNIUNEA UCRAINENILOR DIN ROMÂNIA,30,,SZABO-CONDREI,MARIA,CAMERA DEPUTAȚILOR,4
1,ALBA,UNIUNEA UCRAINENILOR DIN ROMÂNIA,30,,PASENCIUC,VASILE,CAMERA DEPUTAȚILOR,5
1,ALBA,UNIUNEA UCRAINENILOR DIN ROMÂNIA,30,,GHERMAN,LUCICA,CAMERA DEPUTAȚILOR,6
2,ARAD,ALIANȚA NAȚIONAL CREȘTINĂ,16,,DIMA,MARIAN-DAN,CAMERA DEPUTAȚILOR,1
2,ARAD,ALIANȚA PENTRU UNIREA ROMÂNILOR,6,,ARTIMON,DAN-CĂTĂLIN,CAMERA DEPUTAȚILOR,1
2,ARAD,ALIANȚA PENTRU UNIREA ROMÂNILOR,6,,PASCARIU,MIHAI-COSMIN,CAMERA DEPUTAȚILOR,2
2,ARAD,ALIANȚA PENTRU UNIREA ROMÂNILOR,6,,VĂRȘAN,CIPRIAN-NICOLAE,CAMERA DEPUTAȚILOR,3
2,ARAD,ALIANȚA PENTRU UNIREA ROMÂNILOR,6,,CRIȘAN,DENISIA-DANIELA,CAMERA DEPUTAȚILOR,4
2,ARAD,ALIANȚA PENTRU UNIREA ROMÂNILOR,6,,BĂGUȚ,CIPRIAN-NICOLAE,CAMERA DEPUTAȚILOR,5
2,ARAD,ALIANȚA PENTRU UNIREA ROMÂNILOR,6,,DĂRĂU,ANCUȚA-ELENA,CAMERA DEPUTAȚILOR,6
2,ARAD,ALIANȚA PENTRU UNIREA ROMÂNILOR,6,,CĂPĂLNĂȘAN,FĂNICĂ,CAMERA DEPUTAȚILOR,7
2,ARAD,ALIANȚA PENTRU UNIREA ROMÂNILOR,6,,FLOREA,EDUARD-RAFAEL,CAMERA DEPUTAȚILOR,8
2,ARAD,ALIANȚA PENTRU UNIREA ROMÂNILOR,6,,NICHITEAN,CLAUDIUS-OCTAVIAN,CAMERA DEPUTAȚILOR,9
2,ARAD,ASOCIAȚIA ITALIENILOR DIN ROMÂNIA – RO.AS.IT.,26,,GROSARU,IOANA,CAMERA DEPUTAȚILOR,1
2,ARAD,"ASOCIAȚIA ""LIGA ALBANEZILOR DIN ROMÂNIA""",23,,STOICA,BOGDAN-ALIN,CAMERA DEPUTAȚILOR,1
2,ARAD,ASOCIAȚIA MACEDONENILOR DIN ROMÂNIA,34,,STANCU,IONEL,CAMERA DEPUTAȚILOR,1
2,ARAD,ASOCIAȚIA MACEDONENILOR DIN ROMÂNIA,34,,CODREANU,CRISTINA,CAMERA DEPUTAȚILOR,2
2,ARAD,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""",36,,PĂUN,NICOLAE,CAMERA DEPUTAȚILOR,1
2,ARAD,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""",36,,PARASCHIV,IULIAN-COSTEL,CAMERA DEPUTAȚILOR,2
2,ARAD,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""",36,,PARASCHIV,BOGDAN-FLORIN,CAMERA DEPUTAȚILOR,3
2,ARAD,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""",36,,GOTU,VIORICA,CAMERA DEPUTAȚILOR,4
2,ARAD,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""",36,,PĂUN,IONUȚ-CONSTANTIN,CAMERA DEPUTAȚILOR,5
2,ARAD,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""",36,,VASILE,DANIEL,CAMERA DEPUTAȚILOR,6
2,ARAD,COMUNITATEA RUȘILOR LIPOVENI DIN ROMÂNIA,27,,FEODOR,SILVIU,CAMERA DEPUTAȚILOR,1
2,ARAD,COMUNITATEA RUȘILOR LIPOVENI DIN ROMÂNIA,27,,ARTION,NICOLAE,CAMERA DEPUTAȚILOR,2
2,ARAD,COMUNITATEA RUȘILOR LIPOVENI DIN ROMÂNIA,27,,CRĂCIUN,SVETLANA-FLORENTINA,CAMERA DEPUTAȚILOR,3
2,ARAD,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,15,,ILEA,DAMIAN-IONEL,CAMERA DEPUTAȚILOR,1
2,ARAD,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,15,,IONESI,CORNELIU,CAMERA DEPUTAȚILOR,2
2,ARAD,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,15,,MĂLĂETE,DANIELA-MIHAELA,CAMERA DEPUTAȚILOR,3
2,ARAD,FEDERAȚIA COMUNITĂȚILOR EVREIEȘTI DIN ROMÂNIA,22,,VEXLER,SILVIU,CAMERA DEPUTAȚILOR,1
2,ARAD,FORȚA DREPTEI,4,,DEMEA,SABIN-MUGUREL,CAMERA DEPUTAȚILOR,1
2,ARAD,FORȚA DREPTEI,4,,CRAIVAN,CAMELIA-EUGENIA,CAMERA DEPUTAȚILOR,2
2,ARAD,FORȚA DREPTEI,4,,COJOCARU,GHEORGHE-MIHAI,CAMERA DEPUTAȚILOR,3
2,ARAD,FORȚA DREPTEI,4,,RUS,VIOREL,CAMERA DEPUTAȚILOR,4
2,ARAD,FORȚA DREPTEI,4,,SENACI,DANIEL-TRAIAN,CAMERA DEPUTAȚILOR,5
2,ARAD,FORȚA DREPTEI,4,,BUGI,IONICĂ-GHEORGHE,CAMERA DEPUTAȚILOR,6
2,ARAD,FORȚA DREPTEI,4,,CRIȘAN,LARISA,CAMERA DEPUTAȚILOR,7
2,ARAD,FORȚA DREPTEI,4,,STOIAN,COSMIN-CLAUDIU,CAMERA DEPUTAȚILOR,8
